Symbol,Company Name,Market Cap,Revenue,Op. Income,Net Income,EPS,FCF
TNXP,Tonix Pharmaceuticals Holding Corp.,212222342,9831000,-82384000,-81422000,259.70,-65388000
BHST,BioHarvest Sciences Inc.,188743324,30192000,-7323000,-12063000,-0.70,-9250000
OPBK,OP Bancorp,211971143,84078000,30374000,22300000,1.48,13805000
INFU,"InfuSystem Holdings, Inc.",211204468,139886000,10281000,5072000,0.23,17503000
SSSS,SuRo Capital Corp.,211170866,2784381,-9688470,56113637,1.96,-3321491
SRI,"Stoneridge, Inc.",210888900,877921000,-10646000,-29739000,-1.08,31227000
KINS,"Kingstone Companies, Inc.",210836406,185668365,36482904,27551812,2.03,69125434
TCX,Tucows Inc.,210932926,378467000,-44809000,-95542000,-8.68,-37529000
CHOW,ChowChow Cloud International Holdings Limited,206739000,23371481,1793417,1525985,0.04,896748
ISSC,"Innovative Solutions and Support, Inc.",208893732,77434581,16208638,11696542,0.66,5130740
FGNX,FG Nexus Inc.,7825183,19930000,-15804000,2984000,1.95,-252000
WLAC,Willow Lane Acquisition Corp.,157619000,,,,0.02,
FXNC,First National Corporation,208004048,75061000,9147000,7964000,0.84,-25689000
GSHR,Gesher Acquisition Corp. II,207711446,,,,,
KG,Kestrel Group Ltd,207484072,5249587,141762,324273,9.21,-1266841
VABK,Virginia National Bankshares Corporation,208615668,56537000,22307000,17888000,3.31,29827000
EFSI,"Eagle Financial Services, Inc.",209623731,62029000,9596000,7906000,2.16,28604000
JAKK,"JAKKS Pacific, Inc.",206773140,684694000,46825000,38458000,3.37,39593000
TRDA,"Entrada Therapeutics, Inc.",220615058,79476000,-96164000,-73353000,-1.85,-126560000
BHR,Braemar Hotels & Resorts Inc.,191014320,716635000,128742000,-51115000,-0.77,130544000
INBK,First Internet Bancorp,206064673,106219000,14112000,15456000,1.76,-65101000
AXTI,"AXT, Inc.",214942197,86080000,-26591000,-23831000,-0.55,-13968000
EGHA,EGH Acquisition Corp.,155465000,,,,,
DKI,Darkiris Inc.,205610000,7920461,1156214,1096805,0.06,41519
LVRO,Lavoro Limited,208729287,1659785740,9496042,-172660146,-1.52,-16045437
IPOD,Dune Acquisition Corporation II,146565936,,,,,
KGEI,Kolibri Global Energy Inc.,204478095,57936000,27378000,19327000,0.54,-1993000
NIPG,NIP Group Inc.,50283255,85266306,-16888557,-48620764,-1.38,-17023616
FFAI,Faraday Future Intelligent Electric Inc.,142614375,614000,-147460000,-333899000,1.15,-96821000
ZVIA,Zevia PBC,182290817,158371000,-16705000,-16645000,-0.22,-2646000
ELA,Envela Corporation,202788813,198354109,10283462,8531087,0.33,7586112
GTER,Globa Terra Acquisition Corporation,,,,,,
GTER.A,Globa Terra Acquisition Corporation,,,,,,
CXDO,"Crexendo, Inc.",202135858,64476000,3014000,3058000,0.10,6286000
ELMD,"Electromed, Inc.",201966567,64000000,9660000,7537000,0.85,11131000
MRNO,Murano Global Investments Plc,201549029,46186296,-80609360,-182929995,-2.51,-64088369
ATLN,Atlantic International Corp.,218601250,443056129,-66961382,-97163681,-2.20,3201236
UTMD,"Utah Medical Products, Inc.",201352153,38826000,12622000,12554000,3.74,13797000
TWIN,"Twin Disc, Incorporated",201257020,340738000,9887000,-1894000,-0.14,8969000
SGMO,"Sangamo Therapeutics, Inc.",200335087,81706000,-62842000,-64594000,-0.30,-36190000
YMT,Yimutian Inc.,900375000,22098767,-4769862,-17266795,-0.03,-8661644
RCMT,"RCM Technologies, Inc.",200157875,299916000,22095000,13584000,1.76,396000
LATA,Galata Acquisition Corp. II,199800000,,,,,
FORR,"Forrester Research, Inc.",199799010,412103000,-81917000,-88725000,-4.70,19136000
CRBU,"Caribou Biosciences, Inc.",198352499,6768000,-169957000,-164263000,-1.78,-135752000
CVRX,"CVRx, Inc.",197445516,54652000,-51098000,-52252000,-2.07,-39427000
SAMG,Silvercrest Asset Management Group Inc.,132854635,124451000,15292000,8257000,0.88,17217000
HCAT,"Health Catalyst, Inc.",197046150,316093000,-88452000,-100119000,-1.51,-25636000
SPCE,"Virgin Galactic Holdings, Inc.",196961100,1698000,-322071000,-302720000,-8.74,-470482000
EGG,Enigmatig Limited,196036400,3967802,1022719,821192,0.03,-606109
MIST,Milestone Pharmaceuticals Inc.,169988522,,-55018000,-55529000,-0.84,-40422000
MAPS,"WM Technology, Inc.",122189345,183681000,14372000,8757000,0.09,22357000
STEX,Streamex Corp.,194695611,13000,-27482000,-26246000,-1.03,-4356000
MDWD,MediWound Ltd.,194565039,19858000,-22123000,-28234000,-2.59,-19265000
NKSH,"National Bankshares, Inc.",194522224,49801000,15489000,11280000,1.79,9791000
HBB,Hamilton Beach Brands Holding Company,194423014,631318000,42450000,32193000,2.32,1452000
BIOA,"BioAge Labs, Inc.",194307201,3863000,-91329000,-79027000,7.47,-58317000
DSX,Diana Shipping Inc.,204922570,224186000,55247000,15222000,0.06,
BDTX,"Black Diamond Therapeutics, Inc.",193579949,70000000,4705000,14439000,0.23,17952000
NTHI,"NeOnc Technologies Holdings, Inc.",194719092,,,,-2.47,
FIGX,FIGX Capital Acquisition Corp.,154929905,,,,,
RILY,"B. Riley Financial, Inc.",191537633,838597000,-409610000,-772334000,-25.46,255599000
PERF,Perfect Corp.,191780855,64369000,-2182000,6127000,0.06,15175000
SMID,Smith-Midland Corporation,190435355,90997000,15621000,12045000,2.27,464000
PAL,"Proficient Auto Logistics, Inc.",185534542,395698537,-7211478,-9362013,-0.35,18293094
WOLF,"Wolfspeed, Inc.",189324356,757600000,-1349200000,-1609200000,-11.39,-1656800000
SXTC,"China SXT Pharmaceuticals, Inc.",189125246,4301,-1670125,-3303652,-2.32,-2281817
PHOE,Phoenix Asia Holdings Limited,189000000,7370545,1297659,1026318,0.06,1139358
LPA,Logistic Properties of the Americas,189846437,45924457,28377009,6897714,0.23,16231438
ARAY,Accuray Incorporated,188128005,458505000,7839000,-1591000,-0.02,-5663000
HIT,"Health In Tech, Inc.",188195087,26692318,1328274,1361157,0.02,3598509
DBI,Designer Brands Inc.,186009421,2917437000,3568000,-31753000,-0.58,23252000
FTLF,"FitLife Brands, Inc.",186694511,63053000,11539000,7961000,0.81,6498000
TBI,"TrueBlue, Inc.",186581416,1534863000,-34370000,-33848000,-1.17,-54713000
SMHI,SEACOR Marine Holdings Inc.,186405950,255033000,4925000,-64788000,-2.35,26219000
MRAM,"Everspin Technologies, Inc.",185978380,51675000,-7565000,1649000,0.08,8415000
PPIH,"Perma-Pipe International Holdings, Inc.",183418830,181199000,22100000,10054000,1.24,4783000
ARBE,Arbe Robotics Ltd.,185818667,536000,-50120000,-48742000,-0.44,-34294000
CMT,"Core Molding Technologies, Inc.",185610133,276176000,12528000,9356000,1.08,12695000
DERM,Journey Medical Corporation,172197813,56397000,-6860000,-8738000,-0.38,-2706000
NVX,NOVONIX Limited,180908707,5931433,-50934024,-66246731,0.00,-94984987
VLN,Valens Semiconductor Ltd.,188601424,66590000,-37488000,-33164000,-0.32,-336936000
PESI,"Perma-Fix Environmental Services, Inc.",183409086,60019000,-12823000,-18757000,-1.12,-16384000
BLFY,Blue Foundry Bancorp,201199350,41939000,-11377000,-11377000,-0.54,-6364000
KRMD,"KORU Medical Systems, Inc.",183090430,36848451,-4850491,-4515064,-0.09,-2185952
NAMM,Namib Minerals,169620676,85882000,12951000,3588000,4.00,9138000
GNFT,Genfit S.A.,176778161,53423529,-32651249,-45600000,-0.82,-7798100
SGHT,"Sight Sciences, Inc.",182238409,76303000,-48684000,-49007000,-0.97,-22643000
MERC,Mercer International Inc.,182862241,1951044000,7563000,-109262000,-1.62,-24360000
STRS,Stratus Properties Inc.,179994639,35834000,-7474000,-2460000,-0.44,-39458000
RAIL,"FreightCar America, Inc.",179984075,465864000,31523000,-10296000,-0.76,30692000
ATLO,Ames National Corporation,181617589,58497000,16825000,13684000,1.54,19726000
DOGZ,Dogness (International) Corporation,181351058,20258926,-6138758,-4674939,-0.39,-849910
SHIP,Seanergy Maritime Holdings Corp.,180805457,167459000,62574000,43472000,2.11,317000
LODE,Comstock Inc.,131947800,3280749,-44159879,-54707364,-2.65,-18654423
EXFY,"Expensify, Inc.",180722894,144251000,-11072000,-15467000,-0.17,20377000
ELTX,"Elicio Therapeutics, Inc.",179721124,,-44647000,-54612000,-3.94,-35132000
STIM,"Neuronetics, Inc.",179198262,111106000,-38272000,-48798000,-1.14,-35456000
OVBC,Ohio Valley Banc Corp.,178970928,63493000,17100000,13850000,2.94,12080000
STSS,"Sharps Technology, Inc.",178103775,222722,-10889708,-723347,-1199.80,-9836005
NVFY,"Nova LifeStyle, Inc.",71978423,9813990,-3767154,-4107623,-0.61,-945589
APLT,"Applied Therapeutics, Inc.",178575035,122000,-111388000,-67739000,-0.45,-91776000
LTRX,"Lantronix, Inc.",178529016,122923000,-11001000,-11373000,-0.29,6780000
MRBK,Meridian Corporation,181497722,106330000,24273000,18335000,1.61,37090000
GUTS,"Fractyl Health, Inc.",94905476,17000,-99842000,-99767000,-2.07,-82343000
MRT,"Marti Technologies, Inc.",177676009,24576944,-59629212,-71291052,-1.13,-20126207
ROMA,Roma Green Finance Limited,176906776,1570402,-3668589,-3574401,-0.26,-1617929
SWKH,SWK Holdings Corporation,180004014,44664000,16850000,17415000,1.41,29117000
AEYE,"AudioEye, Inc.",176312692,38238000,-4320000,-4161000,-0.35,1411000
ESCA,"Escalade, Incorporated",177102048,241492000,18760000,12811000,0.92,43868000
TDIC,Dreamland Limited,169911000,5895029,94001,825832,0.03,-1908011
CPSS,"Consumer Portfolio Services, Inc.",174682102,422521000,244156000,19432000,0.80,265315000
CURV,Torrid Holdings Inc.,184478457,1068099000,36839000,3325000,0.04,-1210000
TRUE,"TrueCar, Inc.",175114152,184559000,-34283000,-29443000,-0.33,-11386000
PMTS,CPI Card Group Inc.,175048946,502361000,56722000,13357000,1.11,33517000
KULR,"KULR Technology Group, Inc.",174711308,12977975,-24146009,-17288734,-0.58,-30709086
MDV,"Modiv Industrial, Inc.",150749231,47010926,16046470,-3691626,-0.45,12819325
CHRS,"Coherus Oncology, Inc.",174340913,142771000,-139554000,179751000,1.59,-105866000
IPHA,Innate Pharma S.A.,149947200,14865882,-59427450,-54177647,-0.65,-48375297
SRFM,Surf Air Mobility Inc.,136196520,107372000,-35027000,-57424000,-2.77,-64349000
SVCO,"Silvaco Group, Inc.",172266547,54971000,-34653000,-31076000,-0.98,-28264000
FLD,"Fold Holdings, Inc.",172186942,39016911,-20287050,-99494570,-10.84,-11981769
FF,FutureFuel Corp.,172146745,165860000,-32043000,-26457000,-0.61,-9805000
IMPP,Imperial Petroleum Inc.,174223145,127675263,27020463,38029150,1.00,78574601
ZENA,"ZenaTech, Inc.",126740581,4378493,-7075530,-14836115,-0.39,-16336856
OMSE,OMS Energy Technologies Inc.,171705008,203607000,59865000,44816000,1.18,37639000
SLS,"SELLAS Life Sciences Group, Inc.",171634110,,-27183000,-26259000,-0.32,-31359000
COOK,"Traeger, Inc.",171216657,579453000,-10349000,-34909000,-0.28,11438000
SGC,"Superior Group of Companies, Inc.",171020407,576240000,15507000,8285000,0.51,14897000
RDNW,"RideNow Group, Inc.",170250851,1109200000,-50300000,-109500000,-3.02,74300000
ESOA,Energy Services of America Corporation,170335004,385589109,5505989,2794960,0.16,2171476
MBOT,Microbot Medical Inc.,146736791,,-13474000,-12708000,-0.58,-9926000
RGP,"Resources Connection, Inc.",169360200,551331000,-196757000,-191780000,-5.80,28497000
SEAT,Vivid Seats Inc.,106642228,694007000,-322377000,-141207000,-26.00,-49576000
CBFV,"CB Financial Services, Inc.",169309550,50852000,14068000,11606000,2.18,11331000
FSP,Franklin Street Properties Corp.,169015248,111879000,-8499000,-53459000,-0.52,56348000
SANG,Sangoma Technologies Corporation,169496394,172767883,-2232000,-5010000,-0.15,32947000
ILLR,Triller Group Inc.,146036478,21910864,-249192646,-287960298,-2.79,-30996601
ENTA,"Enanta Pharmaceuticals, Inc.",168881120,64806000,-96817000,-92012000,-4.32,-43572000
POWW,Outdoor Holding Company,168639591,30305373,-54455466,-125636989,-1.07,-19109788
BOOM,DMC Global Inc.,168560593,619580000,-139221000,-100234000,-8.63,34889000
NYXH,Nyxoah SA,168873568,5803529,-87493451,-90821176,-2.48,-76793075
AISP,"Airship AI Holdings, Inc.",168481357,13724085,-6815133,-44011480,-2.00,-6275919
EPM,Evolution Petroleum Corporation,171108318,85840000,4175000,1473000,0.03,11410000
USGO,U.S. GoldMining Inc.,167664977,,-8421743,-8234045,-0.65,-6725000
UBFO,United Security Bancshares,167598935,45109000,15193000,11176000,0.65,20600000
MB,MasterBeef Group,165580000,64778336,-1654942,4229528,0.33,6193110
CTOR,"Citius Oncology, Inc.",167026880,,-25480186,-26577661,-0.38,126353
CHEC,Chenghe Acquisition III Co.,150115837,,,,,
HNVR,"Hanover Bancorp, Inc.",166310222,68211000,14961000,11405000,1.53,7548000
IBAC,IB Acquisition Corp.,166152900,,,,0.24,
CRGO,Freightos Limited,162533574,27155000,-22094000,-21338000,-0.44,-10207000
MCRB,"Seres Therapeutics, Inc.",165724010,,-110122000,85966000,10.88,-60375000
PLBY,"Playboy, Inc.",146703688,153198000,-46829000,-63018000,-0.76,-18689000
PEBK,"Peoples Bancorp of North Carolina, Inc.",165533934,84131000,19776000,17022000,3.11,20388000
WHF,"WhiteHorse Finance, Inc.",165258356,81499000,30536000,3557000,0.15,50337000
AVD,American Vanguard Corporation,165185714,529067000,-98358000,-125482000,-4.46,18225000
SNBR,Sleep Number Corporation,165089750,1524620000,12985000,-41459000,-1.82,-12505000
RANG,Range Capital Acquisition Corp.,165025875,,,,,
TAVI,Tavia Acquisition Corp.,164309365,,,,,
TRX,TRX Gold Corporation,166901219,47731000,9872000,4585000,0.02,-719000
PLX,"Protalix BioTherapeutics, Inc.",164200190,61948000,8227000,6275000,0.07,-3441000
TARA,"Protara Therapeutics, Inc.",163972918,,-57352000,-50862000,-1.57,-44779000
PRE,Prenetics Global Limited,162762381,50541973,-46805320,-49815236,-3.89,
GMGI,"Golden Matrix Group, Inc.",163373131,172818124,-3486396,-9351861,-0.08,5486125
KWM,K Wave Media Ltd.,163051031,485271,-11836588,-12870234,-0.20,-5802797
MXCT,"MaxCyte, Inc.",163108171,35754000,-53476000,-44772000,-0.43,-38265000
EP,Empire Petroleum Corporation,163056667,39220809,-16201004,-17110022,-0.52,-24042483
CHGG,"Chegg, Inc.",162490485,506584000,-315070000,-271911000,-2.57,32315000
CLPR,Clipper Realty Inc.,61679806,154103000,7999000,-14693000,-1.03,-20293000
LAWR,"Robot Consulting Co., Ltd.",149829600,675561000,-3571279,-3574695,-12.70,-1942878
CZWI,"Citizens Community Bancorp, Inc.",161675301,58007000,15564000,12455000,1.24,6568000
ELDN,"Eledon Pharmaceuticals, Inc.",161081975,,-87903000,-5017000,0.05,-64529000
AMTX,"Aemetis, Inc.",160632028,223574000,-43577000,-82056000,-1.57,-42392000
SCLX,Scilex Holding Company,203175909,44236000,-96700000,-122989000,-12.48,20704000
TEAD,Teads Holding Co.,160502187,1088216000,-47109000,-62627000,-0.85,59211000
VTVT,vTv Therapeutics Inc.,58442411,17000,-25318000,-19555000,-3.07,-22025000
RFAI,RF Acquisition Corp II,159733000,,,,0.37,
TTEC,"TTEC Holdings, Inc.",159444905,2144663000,71247000,-25724000,-0.54,37470000
BLNK,Blink Charging Co.,154939455,104788000,-215105000,-213566000,-2.09,-50151000
SEVN,Seven Hills Realty Trust,157503584,54211000,37738000,22716999,1.05,17633000
BVFL,"BV Financial, Inc.",163305821,38334000,14722000,10710000,1.03,16666000
CCCC,"C4 Therapeutics, Inc.",158710917,34240000,-123618000,-111581000,-1.58,-87575000
RCEL,"AVITA Medical, Inc.",138519524,74884000,-46738000,-51573000,-1.97,-41950000
PROF,Profound Medical Corp.,156877401,8298540,-42729000,-45476000,-1.46,-34495000
TYGO,"Tigo Energy, Inc.",157776137,74405000,-39987000,-51350000,-0.84,6649000
PEW,GrabAGun Digital Holdings Inc.,157726340,116453000,5095049,1083931,-21.20,2501770
ACU,Acme United Corporation,157478995,194062991,14022942,10338351,2.53,12222592
FRD,"Friedman Industries, Incorporated",157143134,464826000,11484000,8546000,1.20,12984000
GTE,Gran Tierra Energy Inc.,157397659,621677000,70728000,-62060000,-1.96,-14053000
ZURA,Zura Bio Limited,156693520,,-72367000,-65425000,-0.70,-43692000
TVGN,Tevogen Bio Holdings Inc.,156636245,,-31249620,-31463889,-0.19,-13350161
MNSB,"MainStreet Bancshares, Inc.",162055077,64604000,-12105000,-11015000,-1.46,6233000
CFBK,CF Bankshares Inc.,156673570,52793000,22426000,17546000,2.78,21107000
TAYD,"Taylor Devices, Inc.",155488440,46292725,9627327,9413136,2.87,4869847
GNLX,Genelux Corporation,158648461,,-32297000,-30391000,-0.86,-22812000
AVR,Anteris Technologies Global Corp.,154707567,2479093,-84779458,-83931832,-2.97,
LARK,"Landmark Bancorp, Inc.",155902526,62413000,18258000,16318000,2.82,19146000
CHCI,"Comstock Holding Companies, Inc.",153087026,55514000,11430000,15739000,1.52,14046000
ONL,Orion Properties Inc.,154865238,152847000,-45680000,-77443000,-1.38,31348000
NVCT,"Nuvectis Pharma, Inc.",154777636,,-22971000,-22067000,-1.17,-12410000
ESGL,ESGL Holdings Limited,154720088,6099777,-410441,-633257,-0.02,-5130866
LHAI,Linkhome Holdings Inc.,154082095,14760440,1083952,782103,0.05,814688
FCAP,"First Capital, Inc.",154201223,44673000,15927000,13170000,3.95,18867000
ACTU,"Actuate Therapeutics, Inc.",142921399,,-24286492,-24683479,0.05,-22713929
NEOV,NeoVolta Inc.,153903177,4255136,-4017565,-4114040,-0.12,-3529050
ACHV,"Achieve Life Sciences, Inc.",153825954,,-50113000,-50417000,-1.46,-39718000
PNBK,"Patriot National Bancorp, Inc.",130245079,15640000,-19685000,-44280000,-9.45,-10089000
NMP,NMP Acquisition Corp.,28608238,,,,,
SSTI,"SoundThinking, Inc.",151537830,103899000,-9237000,-10123000,-0.79,6518000
SPEG,Silver Pegasus Acquisition Corp.,114655000,,,,-0.03,
BFIN,BankFinancial Corporation,152767912,45652000,1609000,1951000,0.16,7320000
MAYA,Maywood Acquisition Corp.,121833162,,,,,
BCBP,"BCB Bancorp, Inc.",152513432,65498000,7274000,3266000,0.20,65166000
MPTI,"M-tron Industries, Inc.",152452355,52033000,9355000,7596000,2.58,6226000
GAIA,"Gaia, Inc.",152512875,95061000,-6261000,-4810000,-0.19,1754000
DUOT,"Duos Technologies Group, Inc.",152101164,15387935,-10236375,-10405671,-1.07,-9734242
HFFG,HF Foods Group Inc.,151833396,1216952000,-36402000,-48798000,-0.91,20361000
MRCC,Monroe Capital Corporation,151664380,51229000,39503000,1914000,0.09,118269000
JYNT,The Joint Corp.,151436515,18528563,-1298016,-2086315,-0.13,3381429
BHM,"Bluerock Homes Trust, Inc.",46424514,59730000,-21862000,-6595000,-1.74,-282486000
PLCE,"The Children's Place, Inc.",150741645,1338867000,16052000,-27298000,-0.86,-4538000
ACR,ACRES Commercial Realty Corp.,157215067,82659000,11684000,323000,-0.02,16263000
CDLX,"Cardlytics, Inc.",150128061,266201000,-183426000,-183336000,-3.59,-19571000
ISPR,Ispire Technology Inc.,150912340,127494304,-37849859,-39240226,-0.69,-8474789
EML,The Eastern Company,149892847,271435094,16164297,-8600806,-1.37,4821111
STEM,"Stem, Inc.",149284703,156002000,-225590000,-21906000,-28.99,-46541000
TROO,"TROOPS, Inc.",137196956,10073000,-5728000,-13413000,-0.13,1704000
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",148410775,,-67037000,-57953000,-4.74,-57904000
OWLT,"Owlet, Inc.",148239578,89774000,-16820000,-51877000,-3.65,-13547000
CAAS,"China Automotive Systems, Inc.",147836440,696272000,41422000,29319000,0.97,18293000
ONEG,OneConstruction Group Limited,148447561,53205000,1676000,898000,0.08,-5135000
CYBN,Cybin Inc.,138237400,,-147454000,-122926000,-5.95,-105821000
SUNS,"Sunrise Realty Trust, Inc.",147228216,16914399,10604551,10050084,1.04,-2795215
LNSR,"LENSAR, Inc.",147394582,58364000,-14614000,-49310000,-4.22,-5232000
INAC,Indigo Acquisition Corp.,147107350,,,,,
SPWR,"Complete Solaria, Inc.",140584463,244474000,-53147000,-45264000,-0.86,-54349000
FOSL,"Fossil Group, Inc.",146267565,1083797000,-38997000,-59460000,-1.11,-16855000
GECC,Great Elm Capital Corp.,130814457,47638000,34332000,17533000,1.57,-19146000
LAKE,"Lakeland Industries, Inc.",145281981,191631000,-18552000,-21499000,-2.80,-24316000
DPRO,Draganfly Inc.,34970891,5227338,-11239456,-9568688,-1.77,-10782622
NKTX,"Nkarta, Inc.",144890004,,-128467000,-109239000,-1.47,-100197000
RPID,"Rapid Micro Biosystems, Inc.",143960798,30289000,-46077000,-44110000,-1.01,-38280000
SAVA,"Cassava Sciences, Inc.",144440609,,-130088000,-123167000,-2.56,-95918000
CLYM,"Climb Bio, Inc.",144337533,,-56338000,-46758000,-0.53,-39735000
RELL,"Richardson Electronics, Ltd.",142610760,208909000,-2463000,-1143000,-0.08,7748000
STTK,"Shattuck Labs, Inc.",109219330,2997000,-64982000,-61514000,-1.21,-55941000
VSA,VisionSys AI Inc.,135665325,160391507,-71124658,-80348219,-1.88,-26037222
GPMT,Granite Point Mortgage Trust Inc.,143131447,-34322000,-90177000,-104640000,-2.12,-3653000
MATH,Metalpha Technology Holding Limited,144366546,44567257,17439211,15777316,0.41,24681
IH,iHuman Inc.,28916040,122766620,10751989,15303338,0.28,
BARK,"BARK, Inc.",142701816,470831000,-32911000,-29869000,-0.18,-19133000
ECBK,"ECB Bancorp, Inc.",142236309,27795000,7113000,5316000,0.65,6536000
CCLD,"CareCloud, Inc.",142202051,111794000,11736000,17000,-0.04,17420000
AVTX,"Avalo Therapeutics, Inc.",142045445,441000,-60157000,-46216000,-4.28,-47418000
GLSI,"Greenwich LifeSciences, Inc.",141754673,,-18141497,-17992572,-1.36,-8503695
SHMD,SCHMID Group N.V.,141223233,119946000,-71294175,-36029909,-2.02,
BUUU,BUUU Group Limited,97175000,5812204,1033628,834151,0.07,61870
WHG,"Westwood Holdings Group, Inc.",158903316,95673000,5890000,3759000,0.42,10296000
MED,"Medifast, Inc.",150687487,480449000,487000,3638000,0.32,-2422000
EMPG,Empro Group Inc.,139091200,5484664,1099890,751360,0.11,52918
FNWD,Finward Bancorp,139693915,63780000,5801000,5313000,1.24,6849000
GORO,Gold Resource Corporation,117790765,49824000,-49345000,-44551000,-0.42,-12513000
BEEP,Mobile Infrastructure Corporation,130460105,36142000,1865000,-11727000,-0.30,4658000
CLAR,Clarus Corporation,139398621,254200000,-73131000,-82356000,-2.16,-9422000
HAIN,"The Hain Celestial Group, Inc.",139050838,1559780000,-461603000,-530841000,-5.89,10801000
LAZR,"Luminar Technologies, Inc.",129061598,72497000,-293296000,-128011000,-2.84,-218938000
SRBK,"SR Bancorp, Inc.",123554350,27992000,1003000,-107000,0.02,6611000
VWAV,"VisionWave Holdings, Inc.",138412199,,-672492,-844649,-226.73,-687765
HQI,"HireQuest, Inc.",138744000,32609000,2097000,2437000,0.18,16924000
RMBI,"Richmond Mutual Bancorporation, Inc.",140994294,43502862,11275525,9518161,0.94,15763983
OPAD,Offerpad Solutions Inc.,137931860,703352000,-41913000,-56822000,-2.06,43099000
HPAI,Helport AI Limited,137763311,31475664,5593006,3746375,47237.90,10062958
NUTR,NusaTrip Incorporated,626998286,,,,0.16,
BSET,"Bassett Furniture Industries, Incorporated",137295396,326469000,-498000,2471000,0.28,9069000
CRDF,"Cardiff Oncology, Inc.",137043259,546000,-54332000,-51043000,-0.87,-41871000
BTMD,biote Corp.,143075390,199073000,35406000,31308000,0.91,34613000
EMIS,Emmis Acquisition Corp.,137395797,1044000,,,,
EBMT,"Eagle Bancorp Montana, Inc.",138526923,84696000,14798000,12618000,1.59,13138000
AEC,Anfield Energy Inc.,138941204,,-7753329,-7948369,-0.58,-5911889
ASYS,"Amtech Systems, Inc.",135123811,83634000,-30303000,-31930000,-2.24,6228000
NCSM,"NCS Multistage Holdings, Inc.",134868265,175468000,8233000,12598000,4.79,9634000
LUCD,Lucid Diagnostics Inc.,104950053,4360000,-47940000,-67818000,-1.03,-43437000
LINK,"Interlink Electronics, Inc.",134350595,11735000,-1769000,-2041000,-0.20,-891000
DCGO,DocGo Inc.,133997148,435968564,-28813472,-18325470,-0.19,83699409
NVNI,Nvni Group Limited,50101952,31275405,3083631,-13943851,-0.42,6877632
KALA,"KALA BIO, Inc.",133750812,,-40550000,-37227000,-6.52,-26056000
SEER,"Seer, Inc.",127901454,16288000,-89074000,-82442000,-1.39,-53788000
PYXS,"Pyxis Oncology, Inc.",132718809,2820000,-106487000,-96286000,-1.59,-73753000
DLNG,Dynagas LNG Partners LP,131876708,158453000,76982000,56355000,1.14,100431000
INO,"Inovio Pharmaceuticals, Inc.",131793799,182337,-95852088,-87761266,-2.61,-94823617
NVA,Nova Minerals Limited,52455025,-2368748,-6840646,-7247128,-0.03,-8749572
OXSQ,Oxford Square Capital Corp.,131031968,40243556,31598075,-1347094,-0.02,3376209
CTW,CTW Cayman,131039992,,611923,2645197,0.04,2226156
CGEN,Compugen Ltd.,129034123,22144000,-19811000,-19364000,-0.22,-8973000
MOLN,Molecular Partners AG,143829113,830488,-78863649,-79028049,-2.18,-72278814
OBIO,"Orchestra BioMed Holdings, Inc.",130571306,2944000,-71267000,-69699000,-1.83,-59701000
SQNS,Sequans Communications S.A.,232245395,37325000,65852000,53536000,5.00,120148000
AXR,AMREP Corporation,131163059,48455000,13257000,13344000,2.48,8537000
EXOZ,"eXoZymes, Inc.",129834630,,-8093815,-7709054,-1.02,-9212608
ANIK,"Anika Therapeutics, Inc.",130051262,91850000,-8663000,-60626000,-4.14,-1135000
DLTH,Duluth Holdings Inc.,130208461,602746000,-33954000,-46086000,-1.36,-33019000
GOCO,"GoHealth, Inc.",108380245,822444000,-55122000,-26401000,-2.68,-60193000
ONCY,Oncolytics Biotech Inc.,129229726,,-22260389,-22198540,-0.27,-17702320
LFVN,LifeVantage Corporation,129301623,228530000,12199000,9805000,0.75,10511000
VGAS,"Verde Clean Fuels, Inc.",138103822,,-12040227,-4165119,-0.41,-10601244
ARAI,Arrive AI Inc.,128469775,,,,-0.19,
SBFG,"SB Financial Group, Inc.",128390733,61217000,14949000,11999000,1.83,10533000
RBKB,"Rhinebeck Bancorp, Inc.",131486752,31018000,-7221000,-5702000,-0.54,6029000
SWIN,Solowin Holdings,126048374,2819000,-8132000,-8538000,-0.53,-1145000
SKYE,"Skye Bioscience, Inc.",127362324,,-45638384,-42372967,-1.07,-34942183
DVLT,Datavault AI Inc.,103082857,4438000,-33465000,-68605000,-1.44,-21379000
SKYX,SKYX Platforms Corp.,127049655,89028500,-32222727,-37209092,-0.36,-15650645
QMCO,Quantum Corporation,59238368,267000000,-36551000,-111477000,-19.70,-43127000
NCTY,The9 Limited,47239326,15303288,-8237463,-10058082,-2.05,-7436762
AGEN,Agenus Inc.,125863227,101706000,-91445000,-165682000,-7.05,-127564000
MMLP,Martin Midstream Partners L.P.,124585724,715480000,48758000,-15319000,-0.39,23870000
LGCY,Legacy Education Inc.,125491223,64168025,9986326,7534232,0.59,6923919
KEQU,Kewaunee Scientific Corporation,125345456,263183000,19994000,12305000,4.13,18709000
RRGB,"Red Robin Gourmet Burgers, Inc.",124983538,1235919000,-27531000,-53350000,-3.43,-1232000
BMEA,"Biomea Fusion, Inc.",124967888,,-115101000,-112091000,-3.02,-100368000
SVII,Spring Valley Acquisition Corp. II,124785600,,,,0.11,
AFBI,"Affinity Bancshares, Inc.",123960713,31418000,9120000,7058000,1.08,10227000
